District,Active,Cluster,Cold Chain Points,Density,Elderlies,Full Immunes,Hh More Than 4,Index,Storage Cap Lits,Urbans
Jalna,0.005104768,3,0.876068082,0.006655903,0.176800791,0.823066560,0.176447203,0.136192090,0.876068082,0.176775621
Kolhapur,0.016468257,2,0.752437706,0.013244980,0.350050897,0.649877929,0.349771725,0.207520871,0.752437706,0.350031025
Latur,0.009544548,9,0.843987326,0.009007363,0.221757335,0.778125969,0.221423057,0.163823378,0.843987326,0.221733539
Mumbai City,0.151793514,4,0.799426726,1.2,0.284202576,0.715702885,0.283895120,0.457233595,0.799426726,0.284180690
Mumbai suburban,0.000704106,8,0.400142782,0.665641519,0.843741326,0.156362676,0.843674208,0.226988606,0.400142782,0.843736548
Nanded,0.009642340,2,0.785834389,0.008368475,0.303250273,0.696661947,0.302950998,0.177085153,0.785834389,0.303228969
Nandurbar,0.010718058,3,0.896224627,0.008548252,0.148554305,0.851303024,0.148188584,0.145857095,0.896224627,0.148528272
Nagpur,0.086292100,2,0.702150189,0.012357908,0.420521586,0.579432245,0.420272683,0.262638577,0.702150189,0.420503868
Nashik,0.049659030,1,0.608186155,0.010324583,0.552198602,0.447801952,0.552006258,0.247967181,0.608186155,0.552184910
Osmanabad,0.007549581,3,0.895312404,0.005750537,0.149832654,0.850025129,0.149467482,0.133225409,0.895312404,0.149806659
Palghar,0.005574172,9,0.809485443,0.014703811,0.270106738,0.729793721,0.269793227,0.172151897,0.809485443,0.270084421
Parbhani,0.004811391,3,0.883974420,0.007398818,0.165721200,0.834142220,0.165362853,0.134225480,0.883974420,0.165695691
Pune,0.337364557,8,0.394045077,0.015838290,0.852286379,0.147820654,0.852222932,0.305523476,0.394045077,0.852281863
Raigad,0.026834261,9,0.832379560,0.009675542,0.238023941,0.761865134,0.237696650,0.191983305,0.832379560,0.238000643
Ratnagiri,0.009094702,3,0.898387074,0.005148308,0.145523949,0.854332305,0.145156926,0.133223074,0.898387074,0.145497822
Sangli,0.007530022,9,0.820427791,0.008637528,0.254772619,0.745122400,0.254452521,0.164596629,0.820427791,0.254749833
Satara,0.022238014,9,0.808594390,0.007524865,0.271355420,0.728545482,0.271042446,0.188451212,0.808594390,0.271333141
Sindhudurg,0.009779250,0,0.947683758,0.004267874,0.076441770,0.923389971,0.076045075,0.105523736,0.947683758,0.076413531
Solapur,0.025034879,2,0.723942075,0.007602754,0.389983407,0.609959588,0.389721387,0.208752342,0.723942075,0.389964756
Thane,0.208004642,8,0.288637405,0.069056876,1,0.000159447,1,0.144568981,0.288637405,1
Wardha,0.008879559,3,0.918815272,0.005384400,0.116896780,0.882949316,0.116517461,0.124230172,0.918815272,0.116869779
Washim,0.004967859,0,0.925233424,0.006087157,0.107902668,0.891940237,0.107519486,0.114184718,0.925233424,0.107875391
Yavatmal,0.009407638,9,0.823339752,0.005355513,0.250691925,0.749201645,0.250370075,0.158711265,0.823339752,0.250669015
Bishnupur,0.023294173,6,0.978282365,0.012731794,0.015037426,0.985209646,0.024971379,0.078460676,0.978282365,0.013677488
Chandel,0.007236645,6,0.987976742,0.001119927,0.008876712,0.991192981,0.014657031,0.041143964,0.987976742,0.008049565
Churachandpur,0.026306182,6,0.975171731,0.001538062,0.017014214,0.983289774,0.028280943,0.064011156,0.975171731,0.015483319
Imphal East,0.102760356,6,0.956918407,0.016757370,0.028614083,0.972023888,0.047701596,0.123626006,0.956918407,0.026080010
Imphal West,0.160125435,6,0.950677014,0.026078080,0.032580449,0.968171722,0.054342137,0.144696059,0.950677014,0.029703356
Jiribam,0.005808874,6,0.998061068,0.004948147,0.002468188,0.997416991,0.003927797,0.029714431,0.998061068,0.002195262
Kamjong,0.005280795,6,0.997880132,0.000577390,0.002583172,0.997305318,0.004120304,0.022842972,0.997880132,0.002300302
Pherzawl,0.001134393,6,0.997715699,0.000521337,0.002687668,0.997203831,0.004295253,0.018893437,0.997715699,0.002395761
Senapati,0.009466314,6,0.966769166,0.002833485,0.022353990,0.978103741,0.037220865,0.067190816,0.966769166,0.020361301
Tamenglong,0.025778102,6,0.988367697,0.000817111,0.008628263,0.991434277,0.014241074,0.045872908,0.988367697,0.007822602
Thoubal,0.043439427,6,0.960153120,0.021510110,0.026558444,0.974020341,0.044260018,0.111488605,0.960153120,0.024202146
Ukhrul,0.010718058,6,0.984043342,0.001037031,0.011376363,0.988765301,0.018841979,0.046940577,0.984043342,0.010333041
East Garo Hills,0.000919249,6,0.957371490,0.003188641,0.013304023,0.986362803,0.031743542,0.043925937,0.957371490,0.012384920
East Khasi Hills,0.007608256,0,0.885461153,0.007858324,0.035049835,0.964397473,0.083576227,0.090071844,0.885461153,0.032713993
East Jaintia Hills,0.000841015,6,0.985085682,0.001500729,0.004923203,0.994828226,0.011767262,0.027437429,0.985085682,0.004550110
North Garo Hills,0.000801898,6,0.985669409,0.002775203,0.004746683,0.995006528,0.011346514,0.029056394,0.985669409,0.004385090
Ri Bhoi,0.001447329,6,0.965782784,0.002836859,0.010760433,0.988932070,0.025680714,0.042413989,0.965782784,0.010007044
South Garo Hills,0.000841015,6,0.982226256,0.002005483,0.005787898,0.993954802,0.013828325,0.030209463,0.982226256,0.005358470
South West Garo Hills,0.000919249,6,0.977977728,0.005500266,0.007072661,0.992657070,0.016890648,0.037318314,0.977977728,0.006559530
South West Khasi Hills,0.000743223,6,0.986829906,0.002139048,0.004395747,0.995361007,0.010510033,0.027075784,0.986829906,0.004057017
West Jaintia Hills,0.002386137,6,0.964082862,0.004180064,0.011274493,0.988412822,0.026906012,0.048204052,0.964082862,0.010487613
West Garo Hills,0.001329978,6,0.911180932,0.004533273,0.027272128,0.972253694,0.065037512,0.062045754,0.911180932,0.025443004
West Khasi Hills,0.000801898,6,0.947718479,0.001911331,0.016223110,0.983414249,0.038701394,0.043510915,0.947718479,0.015113829
Aizawl,0.002014525,6,0.932372192,0.002950155,0.022921656,0.971442631,0.040680457,0.061144988,0.932372192,0.041748584
Champhai,0.000782340,6,0.980720415,0.001018666,0.006881763,0.991234746,0.012095615,0.030768973,0.980720415,0.012702292
Kolasib,0.000801898,6,0.988061717,0.001554267,0.004446229,0.994240025,0.007755229,0.027692855,0.988061717,0.008291838
Lawngtlai,0.001329978,6,0.982095478,0.001204206,0.006425575,0.991797650,0.011282639,0.032736665,0.982095478,0.011876192
Lunglei,0.001290861,6,0.975737157,0.000864168,0.008534997,0.989194770,0.015041859,0.034730833,0.975737157,0.015696097
Mamit,0.000704106,6,0.987592780,0.000737826,0.004601803,0.994048058,0.008032478,0.025141242,0.987592780,0.008573563
Saiha,0.000704106,6,0.992691755,0.001026271,0.002910179,0.996135404,0.005017819,0.022108360,0.992691755,0.005510238
Serchhip,0.000841015,6,0.991215549,0.001176176,0.003399922,0.995531096,0.005890594,0.024359020,0.991215549,0.006397102
Dimapur,0.003774790,6,0.951233589,0.010771351,0.017707449,0.973515686,0.037636173,0.069011968,0.951233589,0.021555271
Kiphire,0.000977925,6,0.992482311,0.001529709,0.003183028,0.994948601,0.006722066,0.024325644,0.992482311,0.003908508
Kohima,0.006258720,6,0.966034700,0.006805171,0.012495711,0.981206371,0.026543390,0.061204950,0.966034700,0.015223155
Longleng,0.000704106,6,0.995644746,0.001481722,0.002069478,0.996591808,0.004351960,0.019810510,0.995644746,0.002555575
Mokokchung,0.001506004,6,0.976408672,0.003125225,0.008842848,0.986596707,0.018768553,0.040960885,0.976408672,0.010785029
Mon,0.000958366,6,0.967445788,0.003802817,0.011998841,0.981939575,0.025485842,0.044352503,0.967445788,0.014619472
Peren,0.001075717,6,0.980439561,0.001845731,0.007423498,0.988691165,0.015747578,0.034482067,0.980439561,0.009060559
Phek,0.000723664,6,0.980439561,0.002098450,0.007423498,0.988691165,0.015747578,0.033345670,0.980439561,0.009060559
Tuensang,0.000880132,6,0.946507207,0.002559282,0.019371694,0.971059849,0.041178389,0.049637665,0.946507207,0.023577281
Wokha,0.000704106,6,0.980042233,0.002664676,0.007563405,0.988484712,0.016045358,0.034475017,0.980042233,0.009230542
Zunheboto,0.000704106,6,0.983445493,0.002934438,0.006365055,0.990253053,0.013494764,0.032744003,0.983445493,0.007774581
Central Delhi,0.004302870,0,0.953785739,0.613041775,0.035841901,0.948786479,0.055505626,0.163581728,0.953785739,0.113196205
East Delhi,0.001447329,9,0.859560818,0.102226754,0.105857007,0.849399411,0.164409629,0.164572841,0.859560818,0.332982542
New Delhi,0.001427770,6,0.990598325,0.169865006,0.008487810,0.987615855,0.012958094,0.071802031,0.990598325,0.027328230
North Delhi,0.001877616,0,0.928231226,0.396104409,0.054830529,0.921831952,0.085041218,0.162068367,0.928231226,0.172803927
North East Delhi,0.001193068,4,0.815059757,1.134580351,0.138924124,0.802460343,0.215843407,0.235470138,0.815059757,0.436784435
North West Delhi,0.001310419,4,0.696765898,0.740283415,0.226823981,0.677685712,0.352565991,0.255553502,0.696765898,0.712713282
South Delhi,0.002073201,2,0.774067845,0.287593723,0.169383720,0.759222675,0.263221353,0.224438552,0.774067845,0.532400986
South West Delhi,0.001525563,9,0.810767982,0.152763102,0.142113186,0.797933442,0.220803788,0.190214992,0.810767982,0.446795305
West Delhi,0.003090243,4,0.789842924,0.597637429,0.157661834,0.775861997,0.244988712,0.253608047,0.789842924,0.495604493
Angul,0.005300353,0,0.919839676,0.005347933,0.110037806,0.896324824,0.110629593,0.101210926,0.919839676,0.042075130
Boudh (Bauda),0.000801898,6,0.973886266,0.003714523,0.037846630,0.964226506,0.037770308,0.052273183,0.973886266,0.014316468
Bhadrak,0.001134393,3,0.904581947,0.015806044,0.130417879,0.877155705,0.131198278,0.101187821,0.904581947,0.049911594
Balangir,0.002464371,3,0.895351897,0.006576376,0.142746653,0.865559490,0.143641150,0.102932781,0.895351897,0.054652204
Bargarh (Baragarh),0.003109801,3,0.906381082,0.006645368,0.128014736,0.879416058,0.128772893,0.102365765,0.906381082,0.048987547
Balasore,0.003911700,3,0.851892652,0.016761424,0.200796087,0.810959267,0.202227815,0.136512547,0.851892652,0.076973140
Cuttack,0.005065651,9,0.832315930,0.017506127,0.226945129,0.786363963,0.228618859,0.147007529,0.832315930,0.087027865
Debagarh (Deogarh),0.000899691,6,0.982187216,0.002931466,0.026758876,0.974655443,0.026579939,0.045299372,0.982187216,0.010053049
Dhenkanal,0.001036600,0,0.924956905,0.007029713,0.103202615,0.902753878,0.103731144,0.083559676,0.924956905,0.039446890
Ganjam,0.001153951,9,0.773743269,0.011457037,0.305181875,0.712775930,0.307579664,0.125621841,0.773743269,0.117111145
Gajapati,0.000997483,6,0.965051859,0.003913999,0.049646936,0.953127358,0.049679822,0.059690671,0.965051859,0.018853874
Jharsuguda,0.002425254,6,0.964816709,0.007306431,0.049961031,0.952831926,0.049996824,0.072279393,0.964816709,0.018974649
Jajpur,0.002386137,3,0.883805498,0.016620927,0.158169423,0.851053118,0.159206653,0.119002602,0.883805498,0.060582506
Jagatsinghpur,0.002034084,0,0.928617944,0.016984094,0.098312488,0.907353442,0.098795760,0.099827751,0.928617944,0.037566557
Khordha,0.005398146,3,0.856511056,0.020452763,0.194627187,0.816761620,0.196001824,0.144326420,0.856511056,0.074601100
Kendujhar (Keonjhar),0.001818940,3,0.885332317,0.005735453,0.156130018,0.852971344,0.157148375,0.100288774,0.885332317,0.059798322
Kalahandi,0.001779823,3,0.900258926,0.005204694,0.136192229,0.871724459,0.137026067,0.094513356,0.900258926,0.052131924
Kandhamal,0.000821457,6,0.954910838,0.002378895,0.063192513,0.940386639,0.063350759,0.059702635,0.954910838,0.024062365
Koraput,0.001740706,0,0.913002128,0.004092084,0.119170864,0.887734440,0.119847174,0.087486668,0.913002128,0.045586937
Kendrapara,0.002679514,3,0.908911399,0.014310602,0.124634937,0.882595033,0.125361816,0.109607823,0.908911399,0.047687960
Malkangiri,0.001095276,6,0.962657668,0.002761911,0.052844908,0.950119405,0.052907390,0.059135991,0.962657668,0.020083546
Mayurbhanj,0.002659956,9,0.839126318,0.006328162,0.217848350,0.794920225,0.219437892,0.118012996,0.839126318,0.083530008
Nabarangpur,0.001134393,0,0.923279600,0.006036345,0.105443027,0.900646589,0.105992290,0.083522930,0.923279600,0.040308364
Nuapada,0.002855541,6,0.963062926,0.004660996,0.052303595,0.950628554,0.052361068,0.070903539,0.963062926,0.019875402
Nayagarh,0.000880132,0,0.939949141,0.006487477,0.083177168,0.921589443,0.083520367,0.075224324,0.939949141,0.031746785
Puri,0.002699073,3,0.892141470,0.014624997,0.147034888,0.861526055,0.147969071,0.116163400,0.892141470,0.056301099
Rayagada,0.001095276,0,0.939965775,0.003315211,0.083154950,0.921610341,0.083497943,0.071079460,0.939965775,0.031738242
Sambalpur,0.003853024,0,0.934608393,0.004078665,0.090310919,0.914879569,0.090720138,0.087853640,0.934608393,0.034489826
Subarnapur (Sonepur),0.000743223,6,0.960098891,0.007491711,0.056262720,0.946904674,0.056356834,0.065278733,0.960098891,0.021397749
Sundargarh,0.007295320,3,0.867276177,0.005615771,0.180247987,0.830286429,0.181489549,0.124523875,0.867276177,0.069072067
Karaikal,0.001936291,6,0.982407489,0.033542865,0.017409206,0.979097481,0.014166738,0.067053760,0.982407489,0.026999524
Mahé,0.002933775,6,0.998280423,0.122265294,0.003371625,0.995744132,0.002354505,0.044405623,0.998280423,0.005350347
Puducherry,0.003716115,0,0.907247686,0.085340678,0.083878443,0.900274055,0.070098750,0.143414185,0.907247686,0.129510367
Yanam,0.000860574,6,0.996896604,0.048779485,0.004595436,0.994292859,0.003384308,0.038340254,0.996896604,0.007237745
Amritsar,0.015392539,9,0.852312137,0.024503856,0.234056943,0.739680038,0.252008461,0.196557232,0.852312137,0.186375853
Barnala,0.001701589,6,0.966524157,0.011006187,0.055776800,0.937787400,0.059747397,0.083766950,0.966524157,0.044339167
Bathinda,0.004615806,3,0.918745949,0.010872662,0.130356566,0.854913331,0.140175789,0.127230165,0.918745949,0.103757242
Firozpur,0.001564680,9,0.880287073,0.009978216,0.190389248,0.788204184,0.204916299,0.124138167,0.880287073,0.151585581
Faridkot,0.002386137,6,0.965215172,0.011027304,0.057820071,0.935516889,0.061950904,0.088537997,0.965215172,0.045967051
Fatehgarh Sahib,0.001564680,6,0.966311961,0.013355948,0.056108029,0.937419333,0.060104602,0.085103178,0.966311961,0.044603059
Fazilka,0.002288344,0,0.931307483,0.009957882,0.110748542,0.876702039,0.119030083,0.109140008,0.931307483,0.088135431
Gurdaspur,0.003070684,9,0.863878338,0.017060706,0.216002591,0.759742283,0.232538268,0.150023094,0.863878338,0.171991860
Hoshiarpur,0.003911700,3,0.907055023,0.012240550,0.148605609,0.834634743,0.159855941,0.132040812,0.907055023,0.118296346
Jalandhar,0.013299780,9,0.870947908,0.021852731,0.204967291,0.772004861,0.220637568,0.182969978,0.870947908,0.163199981
Kapurthala,0.002679514,0,0.953179065,0.013051786,0.076607926,0.914639565,0.082212122,0.101373761,0.953179065,0.060935430
Ludhiana,0.012419647,2,0.792210513,0.024496525,0.327873041,0.635430291,0.353181719,0.209200772,0.792210513,0.261119609
Mansa,0.001623355,0,0.956124493,0.009284798,0.072010237,0.919748580,0.077253878,0.089282846,0.956124493,0.057272428
Moga,0.001564680,0,0.942652385,0.011662530,0.093039629,0.896380428,0.099932418,0.100005074,0.942652385,0.074026651
Sri Muktsar Sahib,0.002933775,0,0.948052959,0.009129260,0.084609561,0.905748037,0.090841254,0.101517273,0.948052959,0.067310373
Pathankot,0.004146402,6,0.964724107,0.017716939,0.058586603,0.934665108,0.062777549,0.101137671,0.964724107,0.046577752
Patiala,0.006102252,9,0.828115077,0.023953349,0.271827532,0.697708836,0.292741060,0.182016313,0.828115077,0.216467871
Rupnagar,0.005437263,0,0.961276219,0.012824008,0.063968609,0.928684548,0.068581617,0.103680234,0.961276219,0.050865623
Sahibzada Ajit Singh Nagar,0.038412893,0,0.943022643,0.021824991,0.092461672,0.897022662,0.099309137,0.161013946,0.943022643,0.073566189
Sangrur,0.001642914,3,0.902737855,0.011793609,0.155344526,0.827146365,0.167123332,0.119624050,0.902737855,0.123665275
Shahid Bhagat Singh Nagar,0.001838499,6,0.965434964,0.012580328,0.057476985,0.935898131,0.061580913,0.086936733,0.965434964,0.045693713
Tarn Taran,0.001056159,0,0.934949361,0.012189246,0.105063725,0.883019087,0.112899456,0.099816999,0.934949361,0.083606308
Ajmer,0.005222119,9,0.800734385,0.007999100,0.176781293,0.835187202,0.267783368,0.138548079,0.800734385,0.128214001
Alwar,0.004967859,9,0.715894172,0.011510108,0.251267193,0.765816875,0.380720919,0.158150806,0.715894172,0.182287774
Bikaner,0.002601280,9,0.817682979,0.002264520,0.161901188,0.849045365,0.245221747,0.105705608,0.817682979,0.117411642
Barmer,0.003364062,9,0.799209411,0.002391888,0.178120152,0.833940294,0.269813382,0.113013830,0.799209411,0.129185959
Banswara,0.004048609,3,0.862132846,0.009373219,0.122876200,0.885390180,0.186050996,0.122544934,0.862132846,0.089081068
Bharatpur,0.004615806,9,0.803527725,0.013220801,0.174328866,0.837471201,0.264064931,0.144686313,0.803527725,0.126433638
Baran,0.004772274,0,0.906951236,0.004608790,0.083527665,0.922036320,0.126389676,0.100798644,0.906951236,0.060515612
Bundi,0.006454305,0,0.915551339,0.005258735,0.075977160,0.929068269,0.114941394,0.103036723,0.915551339,0.055034248
Bhilwara,0.008468830,9,0.814349421,0.006045291,0.164827903,0.846319653,0.249659312,0.139246529,0.814349421,0.119536320
Churu,0.002796865,3,0.843169944,0.003169212,0.139524777,0.869885001,0.211294022,0.106337557,0.843169944,0.101167266
Chittorgarh,0.005750199,3,0.881940493,0.003721399,0.105485975,0.901586072,0.159683463,0.108584534,0.881940493,0.076456463
Dausa,0.002875099,3,0.874695384,0.012543915,0.111846855,0.895662047,0.169328003,0.118140114,0.874695384,0.081074206
Dholpur,0.002503488,0,0.908248946,0.010280541,0.082388333,0.923097404,0.124662190,0.102320757,0.908248946,0.059688502
Dungarpur,0.009133819,3,0.894075196,0.009671038,0.094832250,0.911508116,0.143529995,0.125156615,0.894075196,0.068722286
Ganganagar,0.003853024,3,0.848761931,0.004693883,0.134615263,0.874457337,0.203850083,0.114964615,0.848761931,0.097603156
Hanumangarh,0.002347020,3,0.863580089,0.004820958,0.121605586,0.886573530,0.184124457,0.104993523,0.863580089,0.088158653
Jhunjhunu,0.001877616,3,0.835483732,0.009477023,0.146272926,0.863600304,0.221525749,0.117714255,0.835483732,0.106066151
Jalore,0.004596247,3,0.859638804,0.004504287,0.125065857,0.883350905,0.189371014,0.114245534,0.859638804,0.090670671
Jodhpur,0.028868345,9,0.714826378,0.004222461,0.252204669,0.764943784,0.382142344,0.173998920,0.714826378,0.182968343
Jaipur,0.089558369,1,0.482389609,0.015704775,0.456273722,0.574889868,0.691557403,0.258043994,0.482389609,0.331114282
Jaisalmer,0.004126843,6,0.950024568,0.000437677,0.045711212,0.957255599,0.069051339,0.059768838,0.950024568,0.033062385
Jhalawar,0.003559647,3,0.892325378,0.005950074,0.096368512,0.910077362,0.145859317,0.105257136,0.892325378,0.069837551
Karauli,0.002562163,3,0.888647022,0.006918591,0.099597943,0.907069723,0.150755869,0.104072179,0.888647022,0.072181988
Kota,0.013495365,3,0.850247025,0.009403595,0.133311417,0.875671636,0.201873157,0.146221403,0.850247025,0.096656617
Nagaur,0.006669448,9,0.744205695,0.004892921,0.226410947,0.788966034,0.343033201,0.143706993,0.744205695,0.164243137
Pali,0.008136336,3,0.843375902,0.004308564,0.139343955,0.870053403,0.211019856,0.126227698,0.843375902,0.101035997
Pratapgarh,0.002092759,0,0.934710599,0.005534423,0.059156190,0.944734002,0.089436980,0.082595448,0.934710599,0.042822899
Rajsamand,0.008253687,0,0.912073868,0.007889340,0.079030224,0.926224884,0.119570532,0.113294249,0.912073868,0.057250650
Sikar,0.004987417,9,0.793490057,0.009092169,0.183141489,0.829263815,0.277426869,0.141398337,0.793490057,0.132831248
Sawai Madhopur,0.004420221,0,0.898039191,0.007803542,0.091352040,0.914749311,0.138253206,0.109895911,0.898039191,0.066195794
Sirohi,0.003774790,0,0.921524804,0.005292239,0.070732726,0.933952523,0.106989641,0.094089578,0.921524804,0.051227000
Tonk,0.004205077,3,0.891514972,0.005178548,0.097080012,0.909414727,0.146938113,0.105881319,0.891514972,0.070354071
Udaipur,0.008214570,9,0.763067686,0.005988824,0.209850965,0.804388703,0.317924505,0.148304248,0.763067686,0.152221255
East Sikkim,0.007901634,6,0.967424670,0.007737682,0.016883983,0.971831045,0.024373730,0.064919585,0.967424670,0.013786566
North Sikkim,0.000782340,6,0.997069146,0.000247098,0.002319693,0.995775653,0.003110592,0.014959642,0.997069146,0.001816434
South Sikkim,0.008742649,6,0.984188185,0.005126736,0.008648091,0.985371368,0.012349739,0.048781046,0.984188185,0.007017633
West Sikkim,0.002170993,6,0.985489263,0.003053739,0.008008873,0.986422283,0.011416512,0.037328869,0.985489263,0.006492271
Ariyalur,0.000860574,0,0.942101856,0.006150789,0.071161333,0.919681005,0.052539210,0.076481792,0.942101856,0.072474437
Chengalpattu,0.010952760,9,0.797392779,0.022822635,0.242541956,0.726817297,0.180310933,0.182825739,0.797392779,0.247076003
Chennai,0.059868567,1,0.432864437,0.438642459,0.674257061,0.240985383,0.502173358,0.358981833,0.432864437,0.686904800
Coimbatore,0.021436115,2,0.723878771,0.012214062,0.329605440,0.628840139,0.245220555,0.197781125,0.723878771,0.335775766
Cuddalore,0.002562163,9,0.793811802,0.017095105,0.246782949,0.722044683,0.183472778,0.147728918,0.793811802,0.251396701
Dharmapuri,0.002307903,3,0.881898581,0.008705287,0.142460764,0.839443972,0.105696043,0.114067408,0.881898581,0.145113876
Dindigul,0.003696556,9,0.829072266,0.009367480,0.205023576,0.769038721,0.152339346,0.136340876,0.829072266,0.208852499
Erode,0.006591214,9,0.821190762,0.010385329,0.214357731,0.758534501,0.159298365,0.150347810,0.821190762,0.218362081
Kallakurichi,0.001095276,3,0.892538101,0.010223020,0.129860258,0.853623990,0.096301817,0.102926467,0.892538101,0.132276555
Kanchipuram,0.005339470,0,0.908894621,0.018515481,0.110489043,0.875423447,0.081859732,0.128158517,0.908894621,0.112541275
