District,Active,Cluster,Cold Chain Points,Density,Elderlies,Full Immunes,Hh More Than 4,Index,Storage Cap Lits,Urbans
Kanyakumari,0.004146402,9,0.852994840,0.029080171,0.176691796,0.800921976,0.131216769,0.152545765,0.852994840,0.179988249
Karur,0.002601280,0,0.916099978,0.009744652,0.101955656,0.885026520,0.075497720,0.105242729,0.916099978,0.103847511
Krishnagiri,0.003559647,9,0.851345951,0.009725346,0.178644595,0.798724388,0.132672666,0.130944975,0.851345951,0.181977748
Madurai,0.006669448,2,0.682284688,0.028552659,0.378865791,0.573404853,0.281946293,0.195058853,0.682284688,0.385961920
Nagapattinam,0.002933775,3,0.872979912,0.015618532,0.153023245,0.827557452,0.113570833,0.129332969,0.872979912,0.155874869
Nilgiris,0.003442296,0,0.943498594,0.007567125,0.069507160,0.921542534,0.051305952,0.092574771,0.943498594,0.070789175
Namakkal,0.004830949,3,0.864386883,0.013188312,0.163200069,0.816104932,0.121158099,0.137491234,0.864386883,0.166242958
Perambalur,0.000782340,6,0.957181977,0.008457613,0.053301772,0.939779317,0.039224129,0.071010628,0.957181977,0.054279222
Pudukkottai,0.002307903,9,0.848538515,0.010835114,0.181969473,0.794982726,0.135151508,0.126422656,0.848538515,0.185365115
Ramanathapuram,0.001193068,3,0.895163183,0.008515643,0.126751344,0.857122617,0.093983986,0.100887354,0.895163183,0.129109211
Ranipet,0.002210110,3,0.905374616,0.014235991,0.114657826,0.870732094,0.084967741,0.112441090,0.905374616,0.116788407
Salem,0.007588698,2,0.723282690,0.017440105,0.330311386,0.628045701,0.245746868,0.181693434,0.723282690,0.336494979
Sivaganga,0.001818940,3,0.894867148,0.008616732,0.127101941,0.856728071,0.094245371,0.106601007,0.894867148,0.129466398
Tenkasi,0.001408212,3,0.889541973,0.012682378,0.133408607,0.849630845,0.098947266,0.110065577,0.889541973,0.135891592
Tirupur,0.011187462,9,0.804213772,0.012715505,0.234463776,0.735908102,0.174288298,0.168854141,0.804213772,0.238846000
Tiruchirappalli,0.003813907,9,0.784748005,0.016185057,0.257517308,0.709964739,0.191475711,0.155908319,0.784748005,0.262332803
Theni,0.002229669,3,0.902694499,0.010653428,0.117831919,0.867160118,0.087334166,0.109541176,0.902694499,0.120022154
Tirunelveli,0.003637881,3,0.868873614,0.011385031,0.157886382,0.822084706,0.117196514,0.128959893,0.868873614,0.160829404
Thanjavur,0.003637881,9,0.809704535,0.018593808,0.227961003,0.743226018,0.169440197,0.152702510,0.809704535,0.232221014
Thoothukudi,0.002992450,3,0.863007232,0.009936580,0.164834005,0.814266178,0.122376269,0.125381712,0.863007232,0.167907601
Tirupattur,0.001212627,0,0.913274090,0.016306776,0.105302388,0.881260265,0.077992854,0.103137151,0.913274090,0.107257142
Tiruvallur,0.010033510,2,0.703571992,0.028616120,0.353654992,0.601775902,0.263150544,0.202857964,0.703571992,0.360277307
Tiruvarur,0.002875099,3,0.900736177,0.014018371,0.120151183,0.864550129,0.089063278,0.117777232,0.900736177,0.122385006
Tiruvannamalai,0.002444812,9,0.804394843,0.010473445,0.234249332,0.736149428,0.174128420,0.136242789,0.804394843,0.238627526
Vellore,0.006082693,3,0.872966033,0.020403395,0.153039683,0.827538954,0.113583088,0.146492452,0.872966033,0.155891616
Viluppuram,0.002386137,9,0.834556851,0.014765723,0.198528119,0.776348403,0.147496700,0.135377783,0.834556851,0.202234966
Virudhunagar,0.002562163,9,0.846566234,0.014819726,0.184305269,0.792354131,0.136892945,0.133704761,0.846566234,0.187744810
Dhalai,0.000997483,6,0.965785458,0.004122341,0.026946592,0.981218464,0.029868251,0.052624951,0.965785458,0.019419735
Gomati,0.001095276,6,0.960070941,0.007527868,0.031196150,0.978271248,0.034639853,0.060554155,0.960070941,0.022501583
Khowai,0.000880132,6,0.970696079,0.008545408,0.023294844,0.983751078,0.025767898,0.053799741,0.970696079,0.016771428
North Tripura,0.001427770,6,0.962101497,0.007555947,0.029686142,0.979318490,0.032944346,0.061503407,0.962101497,0.021406501
Sipahijala,0.000880132,6,0.955473997,0.012175802,0.034614634,0.975900410,0.038478287,0.064974981,0.955473997,0.024980723
South Tripura,0.001623355,6,0.960374816,0.007418047,0.030970176,0.978427969,0.034386119,0.063322765,0.960374816,0.022337703
Unokoti,0.001232185,6,0.975554195,0.012308671,0.019682142,0.986256613,0.021711388,0.055190911,0.975554195,0.014151439
West Tripura,0.002699073,0,0.913420570,0.025598457,0.065887356,0.954211689,0.073592759,0.103044774,0.913420570,0.047660204
Agra,0.006278278,7,0.938538287,0.028609350,0.307837407,0.826781843,0.456570473,0.208565956,0.938538287,0.194748744
Aligarh,0.005867550,7,0.948855263,0.025783175,0.258106699,0.854757020,0.382768848,0.192400990,0.948855263,0.163262616
Allahabad,0.014668875,7,0.915494657,0.028596209,0.418914149,0.764297483,0.621411159,0.256164551,0.915494657,0.265075040
Ambedkar Nagar,0.002034084,3,0.967464359,0.026593373,0.168405655,0.905216839,0.249650237,0.145884812,0.967464359,0.106469969
Amethi,0.002718631,3,0.965257402,0.021888313,0.179043805,0.899232527,0.265437519,0.150856377,0.965257402,0.113205328
Amroha,0.002170993,0,0.975635963,0.020828576,0.129016237,0.927374697,0.191195347,0.129740133,0.975635963,0.081531248
Auraiya,0.002914216,0,0.982443722,0.017587269,0.096200936,0.945834394,0.142496614,0.118533034,0.982443722,0.060754815
Azamgarh,0.003559647,7,0.935098303,0.029956399,0.324419093,0.817454094,0.481178113,0.198824766,0.935098303,0.205247148
Bahraich,0.002170993,3,0.967675530,0.012716221,0.167387748,0.905789446,0.248139637,0.133833300,0.967675530,0.105825499
Ballia,0.005006976,7,0.955425479,0.028439349,0.226436421,0.872572604,0.335769357,0.182581516,0.955425479,0.143211134
Balrampur,0.002523046,3,0.971107590,0.016866679,0.150844260,0.915095708,0.223588683,0.136154703,0.971107590,0.095351279
Banda,0.003031567,0,0.976208477,0.010709870,0.126256562,0.928927106,0.187099919,0.123515142,0.976208477,0.079784008
Barabanki,0.002503488,7,0.954924314,0.022395349,0.228852175,0.871213663,0.339354396,0.163096864,0.954924314,0.144740626
Bareilly,0.007608256,7,0.937304370,0.028503179,0.313785235,0.823435993,0.465397199,0.214895470,0.937304370,0.198514507
Basti,0.001936291,3,0.966554481,0.024083822,0.172791519,0.902749645,0.256158970,0.144508905,0.966554481,0.109246803
Bhadohi,0.002464371,0,0.979788882,0.042588025,0.108998006,0.938635617,0.161487787,0.135646249,0.979788882,0.068857056
Bijnor,0.003285828,7,0.948708640,0.021235550,0.258813466,0.854359440,0.383817708,0.174823676,0.948708640,0.163710093
Budaun,0.002659956,7,0.948287726,0.018885556,0.260842386,0.853218105,0.386828677,0.168234053,0.948287726,0.164994668
Bulandshahr,0.005945784,7,0.951414163,0.024736545,0.245772084,0.861695651,0.364463969,0.188550854,0.951414163,0.155453171
Chandauli,0.003559647,3,0.973973120,0.020100521,0.137031605,0.922865786,0.203090355,0.140398710,0.973973120,0.086606038
Chitrakoot,0.001486446,0,0.988013593,0.008119871,0.069352598,0.960937477,0.102653003,0.087785790,0.988013593,0.043756259
Deoria,0.003012009,7,0.957249773,0.032149032,0.217642815,0.877519300,0.322719424,0.171625617,0.957249773,0.137643616
Etah,0.002640397,0,0.976768717,0.018850613,0.123556048,0.930446235,0.183092288,0.129282252,0.976768717,0.078074225
Etawah,0.004009492,0,0.979424665,0.018150836,0.110753632,0.937648019,0.164093181,0.130328667,0.979424665,0.069968599
Faizabad,0.003716115,3,0.966447728,0.023473408,0.173306101,0.902460176,0.256922622,0.156439359,0.966447728,0.109572601
Farrukhabad,0.002835982,0,0.974923700,0.021776506,0.132449545,0.925443347,0.196290463,0.136171267,0.974923700,0.083704987
Fatehpur,0.003344503,3,0.964049782,0.016665919,0.184864869,0.895957984,0.274076125,0.151319253,0.964049782,0.116890833
Firozabad,0.002073201,3,0.966033411,0.027810442,0.175303225,0.901336727,0.259886404,0.149149699,0.966033411,0.110837045
Gautam Buddh Nagar,0.013945210,0,0.978030173,0.034711792,0.117475477,0.933866758,0.174068568,0.168708994,0.978030173,0.074224418
Ghaziabad,0.018932627,7,0.934442415,0.104393302,0.327580655,0.815675610,0.485869951,0.287312525,0.934442415,0.207248836
Ghazipur,0.002679514,7,0.949601326,0.028212173,0.254510469,0.856780019,0.377431952,0.175578783,0.949601326,0.160985726
Gonda,0.002425254,7,0.952393712,0.020386986,0.241050388,0.864351762,0.357456853,0.163443054,0.952393712,0.152463711
Gorakhpur,0.007334437,7,0.937728596,0.035093601,0.311740346,0.824586311,0.462362532,0.219073033,0.937728596,0.197219821
Hamirpur,0.001427770,0,0.986358733,0.006695639,0.077329487,0.956450212,0.114490907,0.088735470,0.986358733,0.048806687
Hapur,0.005202561,0,0.982941019,0.053343160,0.093803825,0.947182849,0.138939240,0.145061783,0.982941019,0.059237126
Hardoi,0.003051126,7,0.942761913,0.017966528,0.287478350,0.838234490,0.426357118,0.175752230,0.942761913,0.181858763
Hathras,0.000880132,0,0.979621419,0.023497932,0.109805227,0.938181529,0.162685723,0.111016926,0.979621419,0.069368133
Jalaun,0.002679514,0,0.978088489,0.009609762,0.117194374,0.934024887,0.173651405,0.116814456,0.978088489,0.074046443
Jaunpur,0.004557130,7,0.937147808,0.029152387,0.314539907,0.823011464,0.466517152,0.202288370,0.937147808,0.198992314
Jhansi,0.005652406,3,0.973272006,0.010458716,0.140411169,0.920964669,0.208105713,0.138287222,0.973272006,0.088745750
Kannauj,0.001642914,0,0.978274020,0.021873002,0.116300065,0.934527966,0.172324227,0.121448364,0.978274020,0.073480227
Kanpur Dehat,0.001858057,0,0.976273404,0.015616503,0.125943592,0.929103161,0.186635465,0.121683584,0.976273404,0.079585857
Kanpur Nagar,0.013358455,7,0.935733978,0.038113877,0.321354961,0.819177770,0.476630863,0.240979593,0.935733978,0.203307146
Kasganj,0.002073201,0,0.981482445,0.019338801,0.100834559,0.943227827,0.149373027,0.116929586,0.981482445,0.063688512
Kaushambi,0.000958366,0,0.979165641,0.022857064,0.112002204,0.936945656,0.165946093,0.112620991,0.979165641,0.070759111
Kushinagar,0.002014525,7,0.950504636,0.032194606,0.250156260,0.859229406,0.370970197,0.171238425,0.950504636,0.158228935
Lakhimpur Kheri,0.003579205,7,0.943896520,0.013742857,0.282009227,0.841311053,0.418240802,0.172273313,0.943896520,0.178396083
Lalitpur,0.002170993,0,0.984695321,0.006339006,0.085347598,0.951939758,0.126389986,0.096278938,0.984695321,0.053883214
Lucknow,0.056915233,7,0.935507717,0.047749150,0.322445605,0.818564246,0.478249408,0.297429968,0.935507717,0.203997669
Maharajganj,0.001095276,3,0.963573909,0.023732682,0.187158712,0.894667621,0.277480247,0.138153191,0.963573909,0.118343139
Mahoba,0.001564680,6,0.989685616,0.008076031,0.061292982,0.965471279,0.090692330,0.084370549,0.989685616,0.038653455
Mainpuri,0.002953333,0,0.975513040,0.017592303,0.129608761,0.927041382,0.192074668,0.132229343,0.975513040,0.081906395
Mathura,0.005906667,3,0.965374750,0.020049828,0.178478152,0.899550725,0.264598077,0.164225898,0.965374750,0.112847195
Mau,0.001779823,3,0.970288822,0.033859107,0.154790954,0.912875562,0.229445677,0.143518067,0.970288822,0.097850059
Meerut,0.031019780,7,0.952159934,0.035954655,0.242177261,0.863717858,0.359129161,0.241668727,0.952159934,0.153177171
Mirzapur,0.003813907,3,0.966065926,0.014496306,0.175146494,0.901424894,0.259653811,0.148322771,0.966065926,0.110737813
Moradabad,0.005104768,7,0.932812496,0.033766386,0.335437322,0.811255974,0.497529443,0.213453741,0.932812496,0.212223147
Muzaffarnagar,0.009740133,7,0.942072723,0.027154671,0.290800441,0.836365703,0.431287186,0.214787031,0.942072723,0.183962087
Pilibhit,0.002464371,3,0.972739772,0.015301350,0.142976689,0.919521478,0.211913010,0.131576949,0.972739772,0.090370064
Pratapgarh,0.003735673,7,0.956153562,0.022450291,0.222926858,0.874546850,0.330561076,0.169972483,0.956153562,0.140989115
Raebareli,0.003129360,7,0.952793318,0.019415818,0.239124173,0.865435322,0.354598301,0.167247736,0.952793318,0.151244162
Rampur,0.002659956,3,0.968388305,0.025945608,0.163951977,0.907722181,0.243040867,0.148977113,0.968388305,0.103650201
Saharanpur,0.009388080,7,0.951914423,0.024693326,0.243360693,0.863052139,0.360885403,0.198913964,0.951914423,0.153926440
Sambhal,0.004302870,3,0.970115886,0.023765016,0.155624554,0.912406634,0.230682761,0.153617367,0.970115886,0.098377839
Sant Kabir Nagar,0.002131876,0,0.977452464,0.031267129,0.120260195,0.932300261,0.178201160,0.132791866,0.977452464,0.075987514
Shahjahanpur,0.001818940,7,0.958654583,0.017249720,0.210871235,0.881328539,0.312670229,0.147450929,0.958654583,0.133356309
Shamli,0.002933775,0,0.983866205,0.031541555,0.089344168,0.949691554,0.132320996,0.124231117,0.983866205,0.056413572
Shravasti,0.001173510,0,0.986204127,0.015036931,0.078074733,0.956030986,0.115596870,0.096138145,0.986204127,0.049278526
Siddharthnagar,0.001584238,3,0.965204995,0.024407694,0.179296417,0.899090424,0.265812403,0.143013516,0.965204995,0.113365265
Sitapur,0.002327461,7,0.937171537,0.020483279,0.314425524,0.823075808,0.466347405,0.177943938,0.937171537,0.198919895
Sonbhadra,0.005515497,0,0.975288033,0.007199213,0.130693356,0.926431261,0.193684235,0.128241921,0.975288033,0.082593087
Sultanpur,0.005593731,7,0.947146727,0.022469595,0.266342321,0.850124209,0.394990718,0.190008325,0.947146727,0.168476856
Unnao,0.004928742,7,0.957075261,0.017927232,0.218484013,0.877046098,0.323967783,0.169898613,0.957075261,0.138176206
Varanasi,0.017270155,7,0.948733478,0.063113932,0.258693737,0.854426792,0.383640027,0.246459814,0.948733478,0.163634289
Almora,0.007530022,6,0.951409827,0.005274519,0.050234282,0.948879418,0.060571274,0.088797843,0.951409827,0.037241488
Bageshwar,0.004029051,6,0.981137475,0.002937678,0.020793331,0.978722554,0.024861951,0.055379837,0.981137475,0.015347157
Chamoli,0.006865033,6,0.970359769,0.001315370,0.031467096,0.967902978,0.037808303,0.062335910,0.970359769,0.023284908
Champawat,0.003892141,6,0.981180578,0.003809286,0.020750643,0.978765824,0.024810175,0.056918032,0.981180578,0.015315412
Dehradun,0.032467109,3,0.863017351,0.014454406,0.137774293,0.860143548,0.166749720,0.170281629,0.863017351,0.102342305
Haridwar,0.009701016,3,0.844259854,0.021468294,0.156350892,0.841313180,0.189281524,0.159991683,0.844259854,0.116157151
Nainital,0.023255056,0,0.924053745,0.006501584,0.077326540,0.921417060,0.093431835,0.122075942,0.924053745,0.057389168
Pauri Garhwal,0.007471347,6,0.946106113,0.003299876,0.055486847,0.943555099,0.066942180,0.086665713,0.946106113,0.041147659
Pithoragarh,0.009466314,6,0.962570123,0.001776142,0.039181617,0.960083070,0.047165349,0.072951303,0.962570123,0.029021961
Rudraprayag,0.003911700,6,0.983024399,0.003265090,0.018924605,0.980616808,0.022595348,0.053993632,0.983024399,0.013957443
Tehri Garhwal,0.007041060,6,0.951862860,0.003948649,0.049785619,0.949334210,0.060027084,0.084655078,0.951862860,0.036907831
Udham Singh Nagar,0.005945784,3,0.867138239,0.014875743,0.133693148,0.864280444,0.161799645,0.136914161,0.867138239,0.099307283
Uttarkashi,0.006376071,6,0.975403060,0.001068433,0.026472443,0.972965861,0.031750222,0.056492233,0.975403060,0.019570538
Alipurduar,0.002073201,3,0.963433065,0.013203177,0.131679001,0.831512070,0.144274377,0.120122631,0.963433065,0.108009382
Bankura,0.009192495,7,0.919888073,0.013730954,0.278935016,0.643415025,0.306059388,0.184503871,0.919888073,0.228896862
Paschim Bardhaman,0.014453731,7,0.936289814,0.047297629,0.223469281,0.714264020,0.245121134,0.213391036,0.936289814,0.183363151
Purba Bardhaman,0.011128786,2,0.891431118,0.023402601,0.375167844,0.520492299,0.411787018,0.218122672,0.891431118,0.307897670
Birbhum,0.008527506,7,0.922044435,0.020259275,0.271642850,0.652729652,0.298047742,0.190441764,0.922044435,0.222910475
Cooch Behar,0.008390596,7,0.937650408,0.021912530,0.218868162,0.720141247,0.240066046,0.179926993,0.937650408,0.179585935
Dakshin Dinajpur,0.002738190,3,0.964100583,0.020123111,0.129421656,0.834395483,0.141794311,0.130331181,0.964100583,0.106156251
Darjeeling,0.011363488,3,0.960171505,0.015373145,0.142708611,0.817423429,0.156392222,0.155619299,0.960171505,0.117063965
Hooghly,0.020262605,2,0.875704589,0.046117514,0.428350219,0.452559946,0.470216625,0.263105933,0.875704589,0.351556894
Howrah,0.020810243,2,0.891290905,0.086842482,0.375642004,0.519886633,0.412307960,0.277963963,0.891290905,0.308286924
Jalpaiguri,0.009544548,7,0.913610316,0.016333203,0.300164494,0.616297612,0.329383471,0.193347504,0.913610316,0.246324865
Jhargram,0.002053642,0,0.976371743,0.009823647,0.087924297,0.887402015,0.096202620,0.100499672,0.976371743,0.072089655
Kalimpong,0.001642914,6,0.996692045,0.006260954,0.019207174,0.975177633,0.020705530,0.052985948,0.996692045,0.015677427
Kolkata,0.087778546,4,0.899441911,0.573002334,0.348077764,0.555095735,0.382024098,0.413698682,0.899441911,0.285658500
Maldah,0.007921192,7,0.910664248,0.028165207,0.310127206,0.603571771,0.340329153,0.204002384,0.910664248,0.254503594
Murshidabad,0.008957793,1,0.839375815,0.035088920,0.551203162,0.295634095,0.605190839,0.236781060,0.839375815,0.452411061
Nadia,0.014629758,2,0.883785373,0.034617829,0.401023447,0.487465719,0.440193661,0.240529514,0.883785373,0.329123416
North 24 Parganas,0.070782210,1,0.770935696,0.064798747,0.782646982,0,0.859470036,0,0.770935696,0.642411179
Paschim Medinipur,0.014043003,2,0.885490393,0.014324859,0.395257585,0.494830727,0.433858910,0.213652936,0.885490393,0.324390023
Purba Medinipur,0.015881502,2,0.901033308,0.024526287,0.342696137,0.561969941,0.376111493,0.224454199,0.901033308,0.281240539
Purulia,0.006004459,7,0.935235021,0.012289565,0.227036273,0.709707734,0.249040062,0.162343946,0.935235021,0.186291416
South 24 Parganas,0.024213422,1,0.815247292,0.021522362,0.632798543,0.191408471,0.694836818,0.249756361,0.815247292,0.519395489
Uttar Dinajpur,0.004850508,7,0.933561368,0.024814227,0.232696059,0.702478222,0.255258271,0.173883510,0.933561368,0.190937727
Adilabad,0.051712673,6,0.969019308,0.004434728,0.063139393,0.938176781,0.050574126,0.114855519,0.969019308,0.046943190
Komaram Bheem,0.029552893,6,0.978131356,0.003134348,0.045849374,0.955055024,0.036589816,0.091318379,0.978131356,0.034056649
Bhadradri Kothagudem,0.167987952,0,0.940904247,0.003813810,0.116487435,0.886099271,0.093722461,0.162058485,0.940904247,0.086704375
Hyderabad,1.5,5,0.840063320,0.020922030,0.307832067,0.699311681,0.248483571,0.358306468,0.840063320,0.229316723
Jagtial,0.114221637,0,0.956069070,0.008482318,0.087712338,0.914189063,0.070448926,0.154607528,0.956069070,0.065257815
Jangaon,0.067633291,6,0.974987858,0.006985187,0.051814129,0.949232324,0.041414160,0.117043992,0.974987858,0.038502281
Jayashankar Bhupalpally,0.046216734,6,0.968863364,0.002923868,0.063435294,0.937887928,0.050813453,0.107688383,0.968863364,0.047163730
Jogulamba Gadwal,0.064503931,6,0.971094511,0.005954539,0.059201716,0.942020679,0.047389301,0.119693608,0.971094511,0.044008373
Kamareddy,0.107689098,0,0.956578139,0.006988702,0.086746384,0.915132012,0.069667655,0.149218878,0.956578139,0.064537874
Karimnagar,0.254495195,0,0.954528557,0.011217906,0.090635446,0.911335572,0.072813159,0.179021949,0.954528557,0.067436456
Khammam,0.199340227,0,0.936335507,0.008261619,0.125156573,0.877636596,0.100734131,0.186891901,0.936335507,0.093165629
Mahabubabad,0.102486537,0,0.966130792,0.007023637,0.068620321,0.932826386,0.055007146,0.136528391,0.966130792,0.051028217
Mahbubnagar,0.093783005,0,0.940276746,0.008570732,0.117678112,0.884936951,0.094685490,0.167301968,0.940276746,0.087591807
Mancherial,0.098829098,0,0.964391257,0.005213590,0.071921073,0.929604246,0.057676821,0.133158180,0.964391257,0.053488322
Medak,0.068767684,0,0.966260171,0.007346460,0.068374827,0.933066035,0.054808588,0.130450209,0.966260171,0.050845245
Medchal-Malkajgiri,0.363318686,9,0.882519040,0.013343216,0.227272772,0.777952385,0.183326551,0.259740237,0.882519040,0.169274536
Mulugu,0.055194086,6,0.988566777,0.001975466,0.026048269,0.974384547,0.020574520,0.075660159,0.988566777,0.019298556
Nalgonda,0.233802303,0,0.925494492,0.017504422,0.145727289,0.857555790,0.117371895,0.220453162,0.925494492,0.108497327
Narayanpet,0.022198897,6,0.975723128,0.006362903,0.050418963,0.950594264,0.040285737,0.099654530,0.975723128,0.037462440
Nagarkurnool,0.083006272,0,0.960320639,0.003569415,0.079645029,0.922064242,0.063924020,0.128853765,0.960320639,0.059245115
Nirmal,0.048837573,6,0.968997461,0.005218263,0.063180846,0.938136316,0.050607654,0.116407618,0.968997461,0.046974085
Nizamabad,0.153045258,0,0.930069979,0.009701628,0.137045348,0.866030963,0.110349869,0.190248964,0.930069979,0.102026531
Peddapalli,0.107395721,0,0.964943547,0.004513218,0.070873108,0.930627252,0.056829219,0.131453472,0.964943547,0.052707257
Rajanna Sircilla,0.095758413,6,0.976702339,0.007054702,0.048560919,0.952408056,0.038782937,0.119542150,0.976702339,0.036077610
Ranga Reddy,0.452994406,9,0.882069470,0.064679746,0.228125826,0.777119647,0.184016509,0.325612228,0.882069470,0.169910331
Sangareddy,0.148136075,0,0.930390831,0.008982286,0.136436535,0.866625277,0.109857456,0.187377926,0.930390831,0.101572772
Siddipet,0.149955015,0,0.955599022,0.007610407,0.088604249,0.913318394,0.071170311,0.158367571,0.955599022,0.065922571
Suryapet,0.132587068,0,0.950588827,0.008553346,0.098111042,0.904038013,0.078859483,0.164000077,0.950588827,0.073008143
Vikarabad,0.045923357,0,0.960889584,0.006829207,0.078565460,0.923118100,0.063050856,0.129145887,0.960889584,0.058440495
Wanaparthy,0.067887552,0,0.967009219,0.006709834,0.066953517,0.934453495,0.053659021,0.127807235,0.967009219,0.049785920
Warangal Urban,0.217862126,0,0.948883264,0.022891397,0.101347331,0.900878800,0.081477020,0.199599818,0.948883264,0.075420203
Warangal Rural,0.069667375,6,0.968665191,0.008645020,0.063811326,0.937520852,0.051117591,0.130083329,0.968665191,0.047443992
Yadadri Bhuvanagiri,0.074302739,6,0.968192973,0.006161988,0.064707355,0.936646162,0.051842307,0.126332284,0.968192973,0.048111818
